0.105,0.377,0.551
0.355,0.027,0.089
0.395,0.714,0.497
0.052,0.310,0.545
0.592,0.100,0.807
0.330,0.081,0.074
0.747,0.545,0.175
0.821,0.663,0.136
0.317,0.064,0.121
0.714,0.135,0.808
0.035,0.309,0.562
0.032,0.319,0.584
0.360,0.771,0.432
0.434,0.748,0.456
0.220,0.605,0.003
0.457,0.789,0.465
0.751,0.441,0.324
0.180,0.618,0.019
0.585,0.094,0.793
0.399,0.805,0.449
0.313,0.121,0.185
0.348,0.096,0.068
0.619,0.107,0.775
0.583,0.085,0.841
0.192,0.621,0.110
0.722,0.545,0.251
0.362,0.722,0.450
0.833,0.645,0.156
0.641,0.660,0.317
0.766,0.537,0.292
0.240,0.519,0.004
0.361,0.785,0.441
0.889,0.634,0.083
0.145,0.547,0.012
0.678,0.651,0.337
0.154,0.534,0.019
0.662,0.586,0.330
0.327,0.017,0.088
0.422,0.721,0.450
0.798,0.461,0.268
0.263,0.597,0.007
0.391,0.797,0.471
0.785,0.532,0.308
0.711,0.640,0.267
0.620,0.146,0.724
0.713,0.452,0.250
0.145,0.569,0.067
0.790,0.484,0.296
0.190,0.565,0.042
0.706,0.571,0.304
0.579,0.100,0.777
0.831,0.636,0.231
0.950,0.786,0.180
0.586,0.037,0.783
0.932,0.688,0.179
0.003,0.197,0.569
0.550,0.063,0.762
0.459,0.702,0.432
0.727,0.403,0.340
0.829,0.727,0.118
0.768,0.425,0.289
0.740,0.617,0.280
0.012,0.278,0.565
0.554,0.144,0.775
0.780,0.520,0.283
0.660,0.608,0.285
0.385,0.087,0.106
0.026,0.314,0.585
0.523,0.046,0.780
0.025,0.246,0.603
0.842,0.721,0.144
0.584,0.158,0.798
0.212,0.539,0.079
0.568,0.173,0.802
0.397,0.717,0.474
0.811,0.732,0.153
0.724,0.700,0.274
0.233,0.605,0.042
0.616,0.107,0.773
0.775,0.490,0.304
0.102,0.291,0.592
0.666,0.558,0.282
0.874,0.617,0.118
0.686,0.647,0.359
0.264,0.555,0.079
0.883,0.609,0.130
0.277,0.623,0.011
0.791,0.487,0.253
0.139,0.573,0.039
0.427,0.763,0.452
0.165,0.618,0.065
0.590,0.111,0.728
0.865,0.683,0.147
0.364,0.089,0.092
0.719,0.536,0.286
0.660,0.145,0.792
0.707,0.637,0.342
0.029,0.345,0.551
0.227,0.586,0.024
0.843,0.437,0.348
0.716,0.505,0.223
0.331,0.719,0.468
0.694,0.487,0.214
0.362,0.794,0.465
0.722,0.574,0.214
0.701,0.538,0.266
0.176,0.615,0.043
0.317,0.044,0.088
0.837,0.451,0.244
0.573,0.074,0.759
0.369,0.055,0.075
0.001,0.297,0.538
0.788,0.508,0.251
0.132,0.603,0.006
0.746,0.679,0.257
0.030,0.329,0.600
0.427,0.818,0.506
0.245,0.665,0.022
0.031,0.404,0.512
0.708,0.389,0.235
0.351,0.850,0.427
0.594,0.182,0.763
0.342,0.769,0.590
0.853,0.728,0.138
0.411,0.088,0.166
0.635,0.227,0.782
0.744,0.427,0.331
0.140,0.608,0.060
0.829,0.601,0.168
0.787,0.476,0.245
0.765,0.395,0.231
0.192,0.600,0.065
0.841,0.652,0.126
0.757,0.664,0.258
0.635,0.090,0.706
0.666,0.661,0.205
0.399,0.770,0.478
0.657,0.609,0.270
0.325,0.758,0.400
0.024,0.288,0.579
0.642,0.565,0.271
0.205,0.625,0.012
0.463,0.730,0.426
0.448,0.769,0.460
0.727,0.616,0.317
0.001,0.296,0.597
0.064,0.384,0.548
0.014,0.303,0.557
0.686,0.545,0.219
0.724,0.583,0.291
0.050,0.368,0.592
0.164,0.577,0.031
0.753,0.507,0.213
0.607,0.134,0.777
0.403,0.718,0.471
0.632,0.075,0.814
0.320,0.084,0.098
0.713,0.548,0.243
0.001,0.301,0.575
0.859,0.693,0.156
0.834,0.496,0.221
0.623,0.174,0.806
0.236,0.593,0.027
0.716,0.549,0.339
0.604,0.105,0.768
0.204,0.640,0.045
0.724,0.472,0.237
0.373,0.780,0.459
0.206,0.611,0.027
0.918,0.678,0.140
0.585,0.138,0.770
0.000,0.356,0.633
0.799,0.753,0.150
0.316,0.062,0.109
0.593,0.101,0.753
0.369,0.794,0.529
0.639,0.543,0.295
0.011,0.252,0.572
0.604,0.110,0.748
0.630,0.634,0.310
0.639,0.121,0.770
0.873,0.751,0.211
0.470,0.764,0.400
0.825,0.636,0.093
0.388,0.823,0.410
0.067,0.215,0.579
0.643,0.138,0.854
0.141,0.541,0.091
0.076,0.338,0.657
0.702,0.590,0.262
0.620,0.585,0.222
0.752,0.418,0.298
0.431,0.730,0.459
0.811,0.680,0.148
0.150,0.502,0.081
0.740,0.454,0.348
0.809,0.416,0.245
0.281,0.554,0.027
0.345,0.000,0.131
0.368,0.801,0.501
0.669,0.085,0.854
0.772,0.423,0.260
0.581,0.180,0.851
0.579,0.099,0.680
0.871,0.705,0.140
0.763,0.575,0.340
0.785,0.514,0.311
0.367,0.046,0.121
0.209,0.581,0.019
0.260,0.620,0.023
0.878,0.677,0.123
0.198,0.541,0.051
0.114,0.305,0.636
0.248,0.552,0.002
0.525,0.073,0.829
0.910,0.696,0.142
0.170,0.560,0.036
0.247,0.566,0.005
0.773,0.519,0.314
0.818,0.759,0.174
0.646,0.585,0.308
0.823,0.447,0.242
0.306,0.074,0.111
0.294,0.137,0.088
0.237,0.493,0.005
0.022,0.355,0.544
0.915,0.660,0.119
0.165,0.569,0.028
0.203,0.470,0.012
0.242,0.590,0.075
0.184,0.529,0.033
0.020,0.320,0.540
0.765,0.443,0.238
0.836,0.647,0.047
0.024,0.284,0.532
0.374,0.085,0.048
0.894,0.658,0.163
0.647,0.082,0.846
0.872,0.748,0.155
0.073,0.267,0.595
0.884,0.712,0.150
0.753,0.529,0.220
0.922,0.722,0.114
0.380,0.715,0.352
0.195,0.530,0.011
0.779,0.432,0.312
0.719,0.515,0.270
0.701,0.588,0.211
0.379,0.753,0.447
0.690,0.135,0.747
0.400,0.748,0.517
0.050,0.285,0.523
0.755,0.468,0.318
0.578,0.119,0.787
0.188,0.555,0.022
0.688,0.125,0.725
0.011,0.324,0.601
0.632,0.201,0.769
0.434,0.044,0.168
0.598,0.125,0.781
0.404,0.034,0.101
0.605,0.121,0.812
0.075,0.351,0.556
0.689,0.585,0.276
0.043,0.241,0.550
0.312,0.129,0.106
0.063,0.290,0.553
0.231,0.552,0.079
0.182,0.585,0.022
0.330,0.728,0.479
0.387,0.810,0.494
0.693,0.588,0.304
0.243,0.540,0.014
0.327,0.068,0.134
0.206,0.587,0.021
0.654,0.082,0.805
0.302,0.087,0.076
0.867,0.637,0.162
0.431,0.738,0.473
0.365,0.050,0.016
0.474,0.711,0.406
0.337,0.745,0.480
0.912,0.721,0.148
0.269,0.531,0.012
0.886,0.662,0.136
0.047,0.351,0.597
0.603,0.091,0.803
0.206,0.628,0.067
0.830,0.462,0.376
0.101,0.309,0.613
0.778,0.523,0.278
0.050,0.374,0.597
0.812,0.541,0.224
0.102,0.579,0.014
0.611,0.120,0.782
0.089,0.288,0.542
0.248,0.633,0.012
0.645,0.583,0.275
0.872,0.666,0.169
0.275,0.094,0.089
0.361,0.807,0.467
0.620,0.126,0.767
0.412,0.836,0.453
0.677,0.600,0.313
0.605,0.166,0.780
0.096,0.308,0.608
0.304,0.058,0.045
0.640,0.544,0.276
0.241,0.515,0.017
0.596,0.620,0.356
0.237,0.590,0.007
0.389,0.731,0.517
0.613,0.105,0.770
0.363,0.105,0.060
0.651,0.607,0.284
0.381,0.792,0.435
0.725,0.512,0.251
0.717,0.517,0.279
0.072,0.293,0.599
0.037,0.262,0.541
0.599,0.632,0.284
0.164,0.616,0.045
0.236,0.478,0.000
0.223,0.561,0.023
0.706,0.606,0.299
0.066,0.279,0.650
0.640,0.144,0.773
0.698,0.587,0.290
0.816,0.436,0.213
0.627,0.151,0.782
0.187,0.488,0.032
0.196,0.592,0.014
0.037,0.342,0.553
0.468,0.772,0.459
0.732,0.696,0.289
0.816,0.512,0.164
0.610,0.024,0.822
0.364,0.059,0.050
0.620,0.157,0.708
0.803,0.463,0.295
0.361,0.729,0.483
0.007,0.349,0.618
0.711,0.506,0.234
0.389,0.126,0.087
0.001,0.337,0.587
0.889,0.695,0.142
0.355,0.776,0.400
0.796,0.743,0.104
0.283,0.037,0.071
0.375,0.000,0.126
0.015,0.295,0.602
0.002,0.327,0.543
0.658,0.571,0.296
0.058,0.319,0.592
0.810,0.780,0.118
0.270,0.063,0.076
0.024,0.235,0.620
0.666,0.638,0.302
0.614,0.586,0.362
0.664,0.629,0.300
0.223,0.690,0.027
0.021,0.320,0.562
0.358,0.087,0.122
0.607,0.176,0.857
0.711,0.578,0.294
0.344,0.033,0.123
0.379,0.733,0.411
0.693,0.624,0.303
0.658,0.177,0.834
0.352,0.766,0.552
0.895,0.667,0.178
0.251,0.507,0.000
0.920,0.659,0.131
0.757,0.426,0.277
0.534,0.138,0.730
0.020,0.364,0.543
0.185,0.552,0.023
0.450,0.709,0.452
0.392,0.774,0.433
0.122,0.563,0.063
0.671,0.618,0.255
0.333,0.022,0.083
0.050,0.320,0.525
0.925,0.730,0.173
0.756,0.520,0.284
0.683,0.581,0.311
0.619,0.234,0.797
0.618,0.083,0.729
0.606,0.050,0.877
0.480,0.767,0.471
0.385,0.758,0.464
0.346,0.774,0.474
0.759,0.424,0.233
0.919,0.730,0.086
0.740,0.472,0.206
0.651,0.598,0.269
0.212,0.538,0.069
0.669,0.632,0.324
0.713,0.635,0.255
0.429,0.090,0.174
0.072,0.281,0.591
0.343,0.126,0.028
0.760,0.491,0.224
0.344,0.109,0.073
0.736,0.413,0.324
0.046,0.340,0.607
0.406,0.701,0.517
0.800,0.717,0.130
0.886,0.682,0.134
0.794,0.490,0.300
0.017,0.307,0.559
0.754,0.470,0.272
0.862,0.678,0.119
0.589,0.097,0.790
0.425,0.770,0.463
0.608,0.108,0.791
0.835,0.486,0.159
0.194,0.618,0.002
0.371,0.060,0.156
0.049,0.301,0.598
0.630,0.596,0.295
0.022,0.333,0.565
0.525,0.142,0.837
0.222,0.621,0.082
0.280,0.107,0.110
0.742,0.540,0.268
0.893,0.652,0.087
0.111,0.581,0.027
0.912,0.735,0.077
0.784,0.506,0.241
0.704,0.526,0.326
0.789,0.468,0.267
0.369,0.132,0.173
0.679,0.550,0.368
0.786,0.492,0.310
0.596,0.127,0.769
0.186,0.589,0.026
0.374,0.750,0.506
0.721,0.396,0.270
0.686,0.610,0.291
0.428,0.784,0.500
0.876,0.673,0.147
0.011,0.350,0.541
0.308,0.086,0.052
0.802,0.673,0.103
0.791,0.698,0.143
0.342,0.047,0.081
0.232,0.018,0.090
0.683,0.225,0.750
0.789,0.488,0.297
0.391,0.738,0.372
0.899,0.717,0.102
0.593,0.206,0.695
0.097,0.337,0.543
0.882,0.686,0.144
0.348,0.044,0.119
0.347,0.779,0.461
0.075,0.369,0.657
0.351,0.081,0.034
0.197,0.632,0.042
0.184,0.604,0.022
0.416,0.776,0.499
0.008,0.307,0.553
0.327,0.085,0.070
0.749,0.471,0.235
0.269,0.156,0.096
0.880,0.671,0.070
0.267,0.074,0.093
0.728,0.627,0.302
0.214,0.592,0.034
0.652,0.574,0.312
0.737,0.538,0.334
0.183,0.666,0.076
0.223,0.579,0.083
0.734,0.697,0.224
0.921,0.637,0.100
0.774,0.477,0.244
0.771,0.456,0.208
0.728,0.565,0.253
0.943,0.683,0.128
0.723,0.581,0.269
0.772,0.463,0.250
0.615,0.100,0.785
0.768,0.437,0.247
0.708,0.582,0.233
0.740,0.428,0.265
0.580,0.098,0.833
0.579,0.107,0.812
0.729,0.532,0.246
0.281,0.017,0.101
0.063,0.256,0.601
0.164,0.599,0.059
0.154,0.673,0.035
0.026,0.292,0.545
0.692,0.658,0.255
0.415,0.743,0.452
0.343,0.094,0.035
0.047,0.242,0.546
0.409,0.764,0.502
0.744,0.532,0.305
0.643,0.583,0.300
0.678,0.577,0.286
0.360,0.031,0.061
0.661,0.615,0.209
0.092,0.237,0.651
0.832,0.528,0.242
0.629,0.113,0.752
0.018,0.350,0.585
0.799,0.427,0.295
0.022,0.283,0.562
0.754,0.540,0.214
0.628,0.614,0.306
0.606,0.549,0.298
0.354,0.715,0.506
0.344,0.075,0.121
0.804,0.508,0.322
0.776,0.475,0.264
0.165,0.542,0.122
0.550,0.129,0.813
0.203,0.528,0.111
0.602,0.137,0.812
0.627,0.099,0.815
0.765,0.421,0.176
0.184,0.029,0.053
0.709,0.576,0.232
0.613,0.632,0.233
0.578,0.098,0.858
0.297,0.049,0.115
0.575,0.155,0.798
0.672,0.631,0.310
0.374,0.080,0.006
0.293,0.818,0.484
0.813,0.369,0.318
0.653,0.183,0.802
0.567,0.126,0.758
0.661,0.119,0.767
0.769,0.462,0.253
0.432,0.721,0.403
0.688,0.532,0.232
0.626,0.652,0.337
0.624,0.590,0.255
0.056,0.296,0.617
0.584,0.179,0.772
0.395,0.769,0.492
0.589,0.129,0.823
0.743,0.403,0.281
0.624,0.685,0.314
0.359,0.050,0.168
0.067,0.307,0.642
0.690,0.169,0.749
0.019,0.241,0.629
0.838,0.710,0.203
0.592,0.109,0.779
0.728,0.629,0.301
0.742,0.510,0.227
0.260,0.531,0.010
0.074,0.287,0.610
0.693,0.595,0.282
0.178,0.570,0.019
0.069,0.254,0.622
0.826,0.691,0.123
0.227,0.605,0.041
0.717,0.566,0.308
0.008,0.270,0.553
0.249,0.607,0.030
0.844,0.454,0.254
0.177,0.560,0.037
0.776,0.415,0.272
0.828,0.672,0.148
0.368,0.680,0.431
0.792,0.460,0.256
0.297,0.090,0.127
0.394,0.138,0.172
0.868,0.718,0.176
0.266,0.077,0.086
0.170,0.623,0.003
0.736,0.455,0.315
0.694,0.583,0.280
0.924,0.705,0.096
0.584,0.122,0.794
0.102,0.464,0.011
0.788,0.429,0.236
0.186,0.618,0.011
0.239,0.654,0.079
0.049,0.299,0.673
0.694,0.527,0.302
0.763,0.602,0.183
0.729,0.565,0.331
0.687,0.484,0.301
0.868,0.702,0.157
0.419,0.697,0.464
0.008,0.218,0.568
0.303,0.643,0.061
0.215,0.611,0.030
0.820,0.695,0.071
0.876,0.677,0.217
0.783,0.479,0.298
0.195,0.612,0.076
0.391,0.743,0.495
0.038,0.292,0.527
0.668,0.595,0.321
0.107,0.235,0.550
0.206,0.563,0.039
0.009,0.326,0.625
0.294,0.084,0.180
0.666,0.529,0.297
0.395,0.006,0.037
0.400,0.758,0.499
0.270,0.089,0.116
0.152,0.546,0.044
0.626,0.095,0.765
0.227,0.577,0.029
0.724,0.396,0.272
0.031,0.331,0.472
0.643,0.179,0.795
0.491,0.766,0.476
0.391,0.725,0.483
0.665,0.102,0.837
0.709,0.665,0.283
0.843,0.707,0.084
0.810,0.500,0.300
0.679,0.549,0.334
0.360,0.084,0.045
0.407,0.781,0.427
0.771,0.476,0.207
0.801,0.508,0.293
0.900,0.606,0.087
0.474,0.768,0.393
0.279,0.136,0.059
0.057,0.370,0.622
0.898,0.623,0.175
0.658,0.614,0.285
0.688,0.601,0.315
0.302,0.074,0.070
0.730,0.409,0.272
0.461,0.802,0.456
0.128,0.555,0.046
0.730,0.464,0.223
0.585,0.137,0.883
0.721,0.577,0.271
0.761,0.492,0.278
0.153,0.541,0.004
0.597,0.176,0.693
0.219,0.561,0.038
0.728,0.126,0.835
0.344,0.062,0.088
0.327,0.045,0.118
0.312,0.083,0.117
0.759,0.475,0.241
0.879,0.661,0.181
0.857,0.707,0.215
0.756,0.510,0.348
0.044,0.297,0.535
0.815,0.779,0.214
0.191,0.614,0.013
0.820,0.501,0.216
0.339,0.098,0.122
0.814,0.516,0.327
0.031,0.324,0.601
0.367,0.729,0.442
0.314,0.003,0.002
0.406,0.724,0.412
0.772,0.660,0.238
0.028,0.326,0.576
0.234,0.572,0.015
0.087,0.391,0.602
0.717,0.437,0.291
0.024,0.254,0.564
0.595,0.101,0.807
0.408,0.104,0.126
0.246,0.612,0.042
0.721,0.587,0.248
0.270,0.032,0.037
0.645,0.121,0.791
0.050,0.308,0.606
0.393,0.085,0.118
0.810,0.693,0.159
0.428,0.761,0.474
0.162,0.586,0.031
0.051,0.320,0.597
0.851,0.604,0.115
0.386,0.758,0.474
0.410,0.776,0.428
0.772,0.511,0.269
0.809,0.663,0.120
0.250,0.551,0.045
0.630,0.205,0.868
0.143,0.545,0.007
0.686,0.624,0.294
0.762,0.635,0.346
0.795,0.725,0.124
0.128,0.557,0.017
0.854,0.717,0.114
0.766,0.544,0.282
0.036,0.312,0.620
0.630,0.105,0.830
0.431,0.765,0.443
0.253,0.572,0.025
0.015,0.376,0.599
0.595,0.101,0.810
0.580,0.676,0.249
0.427,0.761,0.476
0.599,0.087,0.799
0.365,0.692,0.451
0.422,0.766,0.380
0.220,0.634,0.011
0.261,0.006,0.090
0.223,0.602,0.044
0.532,0.065,0.742
0.035,0.335,0.504
0.744,0.588,0.269
0.642,0.170,0.812
0.168,0.585,0.000
0.695,0.544,0.285
0.705,0.656,0.231
0.681,0.685,0.277
0.188,0.612,0.063
0.016,0.197,0.596
0.679,0.620,0.305
0.384,0.734,0.473
0.182,0.591,0.035
0.407,0.810,0.462
0.684,0.716,0.300
0.782,0.538,0.319
0.691,0.636,0.294
0.729,0.494,0.200
0.616,0.170,0.777
0.469,0.797,0.402
0.675,0.645,0.325
0.038,0.253,0.507
0.386,0.784,0.459
0.759,0.521,0.281
0.058,0.362,0.584
0.377,0.741,0.537
0.250,0.620,0.028
0.854,0.637,0.134
0.779,0.472,0.240
0.628,0.615,0.341
0.413,0.753,0.493
0.409,0.805,0.461
0.851,0.651,0.141
0.685,0.141,0.756
0.627,0.106,0.803
0.887,0.684,0.131
0.830,0.630,0.053
0.062,0.341,0.532
0.025,0.246,0.551
0.893,0.666,0.116
0.337,0.736,0.481
0.237,0.549,0.006
0.804,0.504,0.286
0.634,0.090,0.787
0.664,0.670,0.291
0.465,0.800,0.510
0.007,0.258,0.586
0.918,0.667,0.196
0.654,0.626,0.327
0.652,0.569,0.285
0.733,0.522,0.248
0.292,0.845,0.449
0.712,0.556,0.286
0.019,0.369,0.625
0.480,0.706,0.511
0.897,0.727,0.155
0.323,0.036,0.138
0.034,0.310,0.568
0.246,0.542,0.004
0.436,0.078,0.090
0.602,0.624,0.296
0.055,0.340,0.576
0.075,0.198,0.593
0.919,0.699,0.159
0.218,0.545,0.021
0.170,0.599,0.028
0.837,0.411,0.285
0.777,0.417,0.295
0.881,0.713,0.134
0.656,0.125,0.757
0.074,0.269,0.572
0.681,0.599,0.358
0.394,0.729,0.478
0.393,0.103,0.103
0.238,0.606,0.029
0.754,0.442,0.274
0.205,0.605,0.023
0.388,0.743,0.507
0.707,0.607,0.279
0.398,0.822,0.479
0.251,0.092,0.030
0.841,0.672,0.104
0.004,0.297,0.597
0.419,0.783,0.482
0.073,0.293,0.552
0.801,0.466,0.245
0.030,0.304,0.558
0.000,0.262,0.586
0.332,0.120,0.103
0.709,0.669,0.332
0.852,0.449,0.222
0.205,0.579,0.007
0.024,0.265,0.643
0.670,0.169,0.802
0.067,0.372,0.610
0.038,0.334,0.604
0.848,0.704,0.133
0.020,0.271,0.601
0.415,0.741,0.438
0.674,0.535,0.284
0.269,0.126,0.113
0.700,0.603,0.326
0.784,0.382,0.236
0.773,0.686,0.162
0.595,0.062,0.797
0.031,0.346,0.555
0.019,0.260,0.560
0.012,0.327,0.505
0.697,0.650,0.320
0.584,0.063,0.843
0.183,0.548,0.072
0.794,0.717,0.174
0.037,0.310,0.612
0.584,0.199,0.804
0.827,0.722,0.129
0.238,0.050,0.085
0.277,0.105,0.085
0.835,0.707,0.110
0.699,0.551,0.308
0.337,0.113,0.183
0.909,0.713,0.196
0.849,0.707,0.147
0.035,0.349,0.580
0.269,0.581,0.007
0.203,0.683,0.050
0.645,0.152,0.827
0.843,0.437,0.263
0.719,0.594,0.332
0.706,0.116,0.819
0.696,0.623,0.312
0.196,0.552,0.025
0.421,0.836,0.537
0.168,0.625,0.090
0.894,0.699,0.146
0.734,0.634,0.300
0.696,0.608,0.316
0.778,0.505,0.211
0.605,0.106,0.784
0.842,0.753,0.180
0.287,0.080,0.096
0.786,0.515,0.242
0.711,0.421,0.280
0.241,0.608,0.056
0.856,0.689,0.142
0.666,0.627,0.204
0.212,0.555,0.015
0.634,0.106,0.808
0.314,0.018,0.128
0.780,0.428,0.239
0.881,0.673,0.133
0.001,0.342,0.518
0.272,0.092,0.099
0.735,0.440,0.294
0.908,0.674,0.154
0.778,0.494,0.210
0.409,0.773,0.483
0.208,0.628,0.085
0.012,0.308,0.578
0.449,0.739,0.565
0.613,0.097,0.767
0.883,0.736,0.094
0.390,0.805,0.506
0.304,0.058,0.107
0.411,0.809,0.394
0.030,0.263,0.575
0.641,0.636,0.369
0.269,0.091,0.133
0.409,0.688,0.529
0.140,0.553,0.071
0.351,0.159,0.137
0.812,0.646,0.135
0.206,0.578,0.094
0.081,0.319,0.584
0.343,0.071,0.065
0.185,0.588,0.083
0.696,0.618,0.286
0.704,0.627,0.357
0.869,0.692,0.122
0.649,0.165,0.758
0.302,0.568,0.106
0.296,0.037,0.184
0.872,0.520,0.150
0.132,0.578,0.002
0.621,0.164,0.807
0.639,0.615,0.313
0.708,0.612,0.283
0.031,0.316,0.606
0.006,0.276,0.538
0.066,0.300,0.554
0.159,0.610,0.032
0.625,0.119,0.753
0.326,0.761,0.394
0.300,0.068,0.116
0.004,0.334,0.525
0.291,0.068,0.199
0.674,0.452,0.223
0.056,0.298,0.649
0.353,0.805,0.443
0.005,0.368,0.639
0.916,0.663,0.146
0.822,0.510,0.216
0.830,0.705,0.158
0.885,0.677,0.081
0.608,0.577,0.311
0.732,0.411,0.242
0.854,0.688,0.180
0.806,0.487,0.279
0.628,0.076,0.690
0.673,0.606,0.219
0.270,0.639,0.007
0.190,0.556,0.065
0.354,0.701,0.465
0.353,0.023,0.056
0.299,0.098,0.139
0.790,0.470,0.314
0.209,0.614,0.032
0.654,0.575,0.322
0.892,0.686,0.079
0.656,0.597,0.281
0.663,0.591,0.323
0.405,0.053,0.127
0.647,0.073,0.849
0.555,0.128,0.816
0.899,0.648,0.143
0.723,0.471,0.317
0.668,0.621,0.346
0.646,0.628,0.324
0.424,0.764,0.491
0.048,0.305,0.559
0.541,0.157,0.830
0.041,0.229,0.536
0.195,0.566,0.056
0.031,0.335,0.459
0.867,0.685,0.181
0.695,0.496,0.319
0.662,0.108,0.743
0.219,0.641,0.062
0.022,0.345,0.626
0.822,0.616,0.146
0.165,0.550,0.001
